chr3L	1926000	1928000	chr3L	5652000	5654000	random_loop_81	4	1
chr3L	4732000	4734000	chr3L	4874000	4876000	random_loop_82	46	42
chr2R	20000000	20002000	chr2R	23122000	23124000	random_loop_83	1	2
chr3R	21820000	21822000	chr3R	28040000	28042000	random_loop_84	0	0
chr2L	2130000	2132000	chr2L	2272000	2274000	random_loop_85	17	17
chrX	1374000	1376000	chrX	15070000	15072000	random_loop_86	0	2
chrX	19216000	19218000	chrX	20374000	20376000	random_loop_87	6	6
chr2L	15680000	15682000	chr2L	21900000	21902000	random_loop_88	0	0
chr2R	4188000	4190000	chr2R	5472000	5474000	random_loop_89	7	9
chr3L	10388000	10390000	chr3L	11672000	11674000	random_loop_90	1	1
chr4	1170000	1172000	chr4	1312000	1314000	random_loop_91	15	7
chr2R	4276000	4278000	chr2R	10488000	10490000	random_loop_92	0	0
chr3R	10032000	10034000	chr3R	16028000	16030000	random_loop_93	1	0
chr2L	8240000	8242000	chr2L	11300000	11302000	random_loop_94	4	1
chr2L	12120000	12122000	chr2L	15194000	15196000	random_loop_95	2	2
chr2R	12494000	12496000	chr2R	15178000	15180000	random_loop_96	1	2
chr3R	26100000	26102000	chr3R	29174000	29176000	random_loop_97	1	0
chr3L	7402000	7404000	chr3L	16264000	16266000	random_loop_98	1	2
chr3L	21882000	21884000	chr3L	24956000	24958000	random_loop_99	0	0
chr2R	4144000	4146000	chr2R	11040000	11042000	random_loop_100	0	1
chr3R	4998000	5000000	chr3R	8112000	8114000	random_loop_101	4	2
chr3L	14020000	14022000	chr3L	20224000	20226000	random_loop_102	1	3
chrX	544000	546000	chrX	3604000	3606000	random_loop_103	0	0
chr2R	19640000	19642000	chr2R	21120000	21122000	random_loop_104	6	4
chr2L	17236000	17238000	chr2L	21670000	21672000	random_loop_105	1	2
chrX	10972000	10974000	chrX	17230000	17232000	random_loop_106	1	0
chr2R	7840000	7842000	chr2R	7982000	7984000	random_loop_107	81	83
chr3R	2766000	2768000	chr3R	5850000	5852000	random_loop_108	0	1
chr3L	23238000	23240000	chr3L	24718000	24720000	random_loop_109	0	1
chr2L	7346000	7348000	chr2L	10460000	10462000	random_loop_110	1	1
chr3R	3736000	3738000	chr3R	6858000	6860000	random_loop_111	1	3
chr3R	15776000	15778000	chr3R	26314000	26316000	random_loop_112	1	0
chr2L	14750000	14752000	chr2L	17860000	17862000	random_loop_113	10	8
chr3R	19384000	19386000	chr3R	20848000	20850000	random_loop_114	2	2
chr3R	26984000	26986000	chr3R	30094000	30096000	random_loop_115	1	5
chr3L	14018000	14020000	chr3L	27714000	27716000	random_loop_116	0	0
chr3R	5964000	5966000	chr3R	12192000	12194000	random_loop_117	1	0
chr3L	9566000	9568000	chr3L	24626000	24628000	random_loop_118	0	0
chr2R	8490000	8492000	chr2R	11860000	11862000	random_loop_119	0	1
chrX	1752000	1754000	chrX	3232000	3234000	random_loop_120	2	1
chr3L	13450000	13452000	chr3L	27146000	27148000	random_loop_121	0	0
chr3R	18434000	18436000	chr3R	22134000	22136000	random_loop_122	1	1
chr2L	14012000	14014000	chr2L	17134000	17136000	random_loop_123	3	3
chr3L	23016000	23018000	chr3L	24506000	24508000	random_loop_124	3	3
chr3L	4898000	4900000	chr3L	8598000	8600000	random_loop_125	3	3
chr2R	790000	792000	chr2R	2352000	2354000	random_loop_126	0	0
chr2R	17568000	17570000	chr2R	20682000	20684000	random_loop_127	1	2
chr2L	938000	940000	chr2L	16166000	16168000	random_loop_128	6	0
chr2L	8294000	8296000	chr2L	11392000	11394000	random_loop_129	1	0
chr3L	1306000	1308000	chr3L	1448000	1450000	random_loop_130	46	46
chr2R	5060000	5062000	chr2R	11056000	11058000	random_loop_131	0	0
chr2R	7824000	7826000	chr2R	12258000	12260000	random_loop_132	2	1
chr3R	16450000	16452000	chr3R	18524000	18526000	random_loop_133	0	1
chr3L	18170000	18172000	chr3L	24390000	24392000	random_loop_134	0	0
chr3L	6560000	6562000	chr3L	12782000	12784000	random_loop_135	0	0
chr2R	8088000	8090000	chr2R	9564000	9566000	random_loop_136	6	4
chrX	1234000	1236000	chrX	8130000	8132000	random_loop_137	2	2
chr2R	13206000	13208000	chr2R	19410000	19412000	random_loop_138	1	5
chr3L	2284000	2286000	chr3L	7528000	7530000	random_loop_139	1	1
chr3R	6766000	6768000	chr3R	13070000	13072000	random_loop_140	1	0
chr2L	3496000	3498000	chr2L	9516000	9518000	random_loop_141	5	1
chrX	2544000	2546000	chrX	8406000	8408000	random_loop_142	1	0
chrX	9912000	9914000	chrX	11986000	11988000	random_loop_143	1	0
chrX	1994000	1996000	chrX	17052000	17054000	random_loop_144	0	0
chr2L	18788000	18790000	chr2L	21872000	21874000	random_loop_145	1	6
chr3L	13208000	13210000	chr3L	16302000	16304000	random_loop_146	3	1
chr3R	12318000	12320000	chr3R	15428000	15430000	random_loop_147	7	5
chrX	1426000	1428000	chrX	7426000	7428000	random_loop_148	0	0
chr3R	10474000	10476000	chr3R	25702000	25704000	random_loop_149	0	0
chr2L	5566000	5568000	chr2L	6724000	6726000	random_loop_150	6	3
chrX	8710000	8712000	chrX	12078000	12080000	random_loop_151	1	1
chrX	13080000	13082000	chrX	19270000	19272000	random_loop_152	1	1
chr3L	17104000	17106000	chr3L	23198000	23200000	random_loop_153	0	1
chr2R	14914000	14916000	chr2R	23800000	23802000	random_loop_154	0	0
chr2R	178000	180000	chr2R	15406000	15408000	random_loop_155	0	0
chr4	1156000	1158000	chr4	1298000	1300000	random_loop_156	12	1
chrX	12512000	12514000	chrX	15882000	15884000	random_loop_157	1	3
chr3L	18478000	18480000	chr3L	24464000	24466000	random_loop_158	0	0
chr3L	78000	80000	chr3L	3446000	3448000	random_loop_159	3	5
chr2R	14518000	14520000	chr2R	20834000	20836000	random_loop_160	1	0
chr2L	16210000	16212000	chr2L	19284000	19286000	random_loop_161	4	4
chrX	2112000	2114000	chrX	5838000	5840000	random_loop_162	4	4
chr2L	11664000	11666000	chr2L	17866000	17868000	random_loop_163	1	0
chr3L	5790000	5792000	chr3L	12130000	12132000	random_loop_164	7	3
chr3R	8668000	8670000	chr3R	11142000	11144000	random_loop_165	1	4
chr3R	7398000	7400000	chr3R	8878000	8880000	random_loop_166	0	0
chr2R	20198000	20200000	chr2R	23924000	23926000	random_loop_167	2	0
chrX	15230000	15232000	chrX	19238000	19240000	random_loop_168	3	2
chr2R	3262000	3264000	chr2R	16950000	16952000	random_loop_169	0	0
chr2R	11868000	11870000	chr2R	17854000	17856000	random_loop_170	3	2
chrX	11304000	11306000	chrX	17290000	17292000	random_loop_171	2	2
chr2R	13726000	13728000	chr2R	16166000	16168000	random_loop_172	0	0
chrX	9940000	9942000	chrX	9988000	9990000	random_loop_173	107	134
chrX	16658000	16660000	chrX	19768000	19770000	random_loop_174	4	3
chr4	0	2000	chr4	1284000	1286000	random_loop_175	1	0
chr2R	16354000	16356000	chr2R	18422000	18424000	random_loop_176	1	3
chr2L	6410000	6412000	chr2L	9094000	9096000	random_loop_177	11	9
chr3R	14650000	14652000	chr3R	20536000	20538000	random_loop_178	2	3
chr2L	15916000	15918000	chr2L	19010000	19012000	random_loop_179	2	0
chr3R	17272000	17274000	chr3R	26874000	26876000	random_loop_180	1	2
chr2R	13216000	13218000	chr2R	22064000	22066000	random_loop_181	0	0
chr2R	9264000	9266000	chr2R	11738000	11740000	random_loop_182	2	5
chr3L	2334000	2336000	chr3L	6160000	6162000	random_loop_183	6	1
chrX	12442000	12444000	chrX	14882000	14884000	random_loop_184	5	1
chr2L	7836000	7838000	chr2L	10520000	10522000	random_loop_185	0	1
chr2L	14672000	14674000	chr2L	20672000	20674000	random_loop_186	4	0
chr3R	3786000	3788000	chr3R	9998000	10000000	random_loop_187	1	1
chrX	16792000	16794000	chrX	20484000	20486000	random_loop_188	2	2
chr2R	14826000	14828000	chr2R	20846000	20848000	random_loop_189	1	2
chr2R	7540000	7542000	chr2R	22650000	22652000	random_loop_190	0	1
chr2L	2668000	2670000	chr2L	6038000	6040000	random_loop_191	4	3
chr2R	4788000	4790000	chr2R	10032000	10034000	random_loop_192	0	1
chr3L	1068000	1070000	chr3L	2544000	2546000	random_loop_193	4	1
chr2L	12448000	12450000	chr2L	15522000	15524000	random_loop_194	1	2
chr2L	8060000	8062000	chr2L	21342000	21344000	random_loop_195	3	1
chr2L	13588000	13590000	chr2L	19608000	19610000	random_loop_196	1	2
chr3R	3714000	3716000	chr3R	17402000	17404000	random_loop_197	0	0
chr2L	776000	778000	chr2L	6776000	6778000	random_loop_198	2	2
chr3L	8552000	8554000	chr3L	22248000	22250000	random_loop_199	1	1
chr2L	4256000	4258000	chr2L	5732000	5734000	random_loop_200	2	2
chr2L	20314000	20316000	chr2L	22754000	22756000	random_loop_201	1	0
chr2L	7370000	7372000	chr2L	11078000	11080000	random_loop_202	1	4
chr2R	15558000	15560000	chr2R	17120000	17122000	random_loop_203	3	5
chr3R	692000	694000	chr3R	4060000	4062000	random_loop_204	1	1
chr3R	286000	288000	chr3R	1570000	1572000	random_loop_205	0	2
chr2L	4348000	4350000	chr2L	18036000	18038000	random_loop_206	0	0
chrX	6524000	6526000	chrX	9646000	9648000	random_loop_207	1	2
chr3L	4204000	4206000	chr3L	9448000	9450000	random_loop_208	0	2
chr2L	7348000	7350000	chr2L	8824000	8826000	random_loop_209	2	2
chr3L	3222000	3224000	chr3L	9316000	9318000	random_loop_210	1	0
chrX	8054000	8056000	chrX	14040000	14042000	random_loop_211	1	0
chr3R	1716000	1718000	chr3R	7710000	7712000	random_loop_212	0	0
chr2R	21492000	21494000	chr2R	25184000	25186000	random_loop_213	0	2
chr3L	6648000	6650000	chr3L	12644000	12646000	random_loop_214	0	1
chr2R	6482000	6484000	chr2R	7972000	7974000	random_loop_215	1	1
chrX	7992000	7994000	chrX	21688000	21690000	random_loop_216	0	0
chr3R	29224000	29226000	chr3R	31664000	31666000	random_loop_217	3	4
chr2L	9232000	9234000	chr2L	13058000	13060000	random_loop_218	1	1
chr2R	14190000	14192000	chr2R	20190000	20192000	random_loop_219	1	3
chr2R	10566000	10568000	chr2R	11850000	11852000	random_loop_220	2	6
chr3R	13304000	13306000	chr3R	28414000	28416000	random_loop_221	2	1
chr2L	4634000	4636000	chr2L	7708000	7710000	random_loop_222	1	1
chr2L	16812000	16814000	chr2L	22806000	22808000	random_loop_223	0	0
chr3R	6262000	6264000	chr3R	8330000	8332000	random_loop_224	4	4
chr2L	8950000	8952000	chr2L	22232000	22234000	random_loop_225	0	1
chrX	17458000	17460000	chrX	17498000	17500000	random_loop_226	211	219
chr2L	6580000	6582000	chr2L	19862000	19864000	random_loop_227	1	0
chrX	19434000	19436000	chrX	22528000	22530000	random_loop_228	0	1
chr3R	13206000	13208000	chr3R	19186000	19188000	random_loop_229	2	1
chr3R	10986000	10988000	chr3R	15420000	15422000	random_loop_230	3	3
chr3R	16552000	16554000	chr3R	29834000	29836000	random_loop_231	1	0
chr2L	9198000	9200000	chr2L	16094000	16096000	random_loop_232	0	2
chr2L	11046000	11048000	chr2L	12242000	12244000	random_loop_233	1	0
chr2L	11852000	11854000	chr2L	13048000	13050000	random_loop_234	3	4
chr2L	8502000	8504000	chr2L	13746000	13748000	random_loop_235	0	0
chr3L	10220000	10222000	chr3L	13294000	13296000	random_loop_236	4	2
chr3L	8340000	8342000	chr3L	12040000	12042000	random_loop_237	2	1
chr3L	2924000	2926000	chr3L	4404000	4406000	random_loop_238	2	3
chr2R	8418000	8420000	chr2R	14738000	14740000	random_loop_239	0	0
chr2L	15734000	15736000	chr2L	21754000	21756000	random_loop_240	2	4
chr3R	21266000	21268000	chr3R	23706000	23708000	random_loop_241	1	5
chr2L	1646000	1648000	chr2L	7646000	7648000	random_loop_242	0	1
chr2R	7126000	7128000	chr2R	9200000	9202000	random_loop_243	1	5
chr2R	15790000	15792000	chr2R	21776000	21778000	random_loop_244	0	0
chrX	3754000	3756000	chrX	10650000	10652000	random_loop_245	0	0
chr2R	1460000	1462000	chr2R	2656000	2658000	random_loop_246	2	2
chr3L	8880000	8882000	chr3L	15082000	15084000	random_loop_247	0	0
chr3L	16468000	16470000	chr3L	22772000	22774000	random_loop_248	1	4
chr2R	3726000	3728000	chr2R	14264000	14266000	random_loop_249	0	0
chrX	8220000	8222000	chrX	11304000	11306000	random_loop_250	1	2
chr2R	14222000	14224000	chr2R	17306000	17308000	random_loop_251	0	0
chr3R	17362000	17364000	chr3R	31058000	31060000	random_loop_252	0	0
chrX	5546000	5548000	chrX	20656000	20658000	random_loop_253	0	1
chr2L	3206000	3208000	chr2L	18266000	18268000	random_loop_254	0	0
chrX	7722000	7724000	chrX	7770000	7772000	random_loop_255	93	81
chr2L	13424000	13426000	chr2L	20320000	20322000	random_loop_256	1	1
chr2R	18766000	18768000	chr2R	20360000	20362000	random_loop_257	2	1
chrX	8156000	8158000	chrX	12590000	12592000	random_loop_258	8	5
chrX	8114000	8116000	chrX	15010000	15012000	random_loop_259	0	1
chr3L	5330000	5332000	chr3L	7398000	7400000	random_loop_260	0	1
chr3R	10836000	10838000	chr3R	17040000	17042000	random_loop_261	0	1
chr2L	4872000	4874000	chr2L	7956000	7958000	random_loop_262	0	1
chrX	1644000	1646000	chrX	7630000	7632000	random_loop_263	0	0
chr3R	8372000	8374000	chr3R	12080000	12082000	random_loop_264	3	1
chr2R	7682000	7684000	chr2R	10766000	10768000	random_loop_265	2	2
chr2R	5952000	5954000	chr2R	11948000	11950000	random_loop_266	1	0
chr3L	11190000	11192000	chr3L	14548000	14550000	random_loop_267	2	2
chr2R	8390000	8392000	chr2R	15286000	15288000	random_loop_268	3	2
chr3R	27656000	27658000	chr3R	31356000	31358000	random_loop_269	1	3
chr3L	8790000	8792000	chr3L	14884000	14886000	random_loop_270	0	0
chr2L	15124000	15126000	chr2L	18838000	18840000	random_loop_271	1	1
chr2L	7308000	7310000	chr2L	20996000	20998000	random_loop_272	0	1
chrX	4158000	4160000	chrX	17440000	17442000	random_loop_273	0	0
chr3R	20108000	20110000	chr3R	23182000	23184000	random_loop_274	0	0
chr3R	14240000	14242000	chr3R	20126000	20128000	random_loop_275	0	1
chr3R	19504000	19506000	chr3R	22602000	22604000	random_loop_276	2	1
chr2L	7878000	7880000	chr2L	7918000	7920000	random_loop_277	148	156
chr3L	17536000	17538000	chr3L	21236000	21238000	random_loop_278	1	1
chr3L	5206000	5208000	chr3L	8320000	8322000	random_loop_279	1	1
chr3L	14090000	14092000	chr3L	27372000	27374000	random_loop_280	0	0
chr3L	22202000	22204000	chr3L	25276000	25278000	random_loop_281	0	0
chr2R	5884000	5886000	chr2R	19572000	19574000	random_loop_282	2	0
chrX	2366000	2368000	chrX	16062000	16064000	random_loop_283	2	0
chr3L	15182000	15184000	chr3L	24044000	24046000	random_loop_284	1	0
chr3L	17676000	17678000	chr3L	26524000	26526000	random_loop_285	2	0
chr3R	32000	34000	chr3R	3126000	3128000	random_loop_286	0	0
chrX	4684000	4686000	chrX	4826000	4828000	random_loop_287	17	19
chr2R	19156000	19158000	chr2R	24400000	24402000	random_loop_288	2	5
chrX	2364000	2366000	chrX	16052000	16054000	random_loop_289	0	0
chr2L	2204000	2206000	chr2L	5326000	5328000	random_loop_290	2	7
chr2L	4520000	4522000	chr2L	6960000	6962000	random_loop_291	1	1
chrX	2784000	2786000	chrX	8986000	8988000	random_loop_292	3	1
chrX	16332000	16334000	chrX	17490000	17492000	random_loop_293	1	3
chrX	5396000	5398000	chrX	9222000	9224000	random_loop_294	0	4
chr3L	6142000	6144000	chr3L	8604000	8606000	random_loop_295	6	3
chr3R	4842000	4844000	chr3R	19952000	19954000	random_loop_296	0	0
chr2L	4560000	4562000	chr2L	8568000	8570000	random_loop_297	1	2
chr2L	3002000	3004000	chr2L	9022000	9024000	random_loop_298	1	1
chr2L	4910000	4912000	chr2L	11226000	11228000	random_loop_299	3	1
chr2R	13642000	13644000	chr2R	13682000	13684000	random_loop_300	64	53
chr2R	1952000	1954000	chr2R	5322000	5324000	random_loop_301	5	0
chr2L	14350000	14352000	chr2L	14492000	14494000	random_loop_302	41	36
chr2R	4058000	4060000	chr2R	7750000	7752000	random_loop_303	0	0
chr3R	2834000	2836000	chr3R	8958000	8960000	random_loop_304	0	0
chr2R	9556000	9558000	chr2R	11020000	11022000	random_loop_305	0	0
chr2R	9374000	9376000	chr2R	10570000	10572000	random_loop_306	3	1
chr3R	3216000	3218000	chr3R	5678000	5680000	random_loop_307	0	1
chrX	3358000	3360000	chrX	9482000	9484000	random_loop_308	0	3
chr2R	8540000	8542000	chr2R	22236000	22238000	random_loop_309	1	0
chr2L	12068000	12070000	chr2L	20954000	20956000	random_loop_310	3	1
chr3L	8880000	8882000	chr3L	17742000	17744000	random_loop_311	0	0
chr4	80000	82000	chr4	1238000	1240000	random_loop_312	3	6
chr3R	14162000	14164000	chr3R	20384000	20386000	random_loop_313	1	2
chr3L	15598000	15600000	chr3L	15740000	15742000	random_loop_314	30	29
chrX	14732000	14734000	chrX	14874000	14876000	random_loop_315	21	17
chr3L	2618000	2620000	chr3L	6332000	6334000	random_loop_316	0	0
chr3L	16960000	16962000	chr3L	17102000	17104000	random_loop_317	18	14
chr2L	8366000	8368000	chr2L	14682000	14684000	random_loop_318	0	1
chrX	12352000	12354000	chrX	15426000	15428000	random_loop_319	0	0
chr3L	13806000	13808000	chr3L	22668000	22670000	random_loop_320	0	0
chr3R	11924000	11926000	chr3R	18018000	18020000	random_loop_321	0	2
chr3L	13446000	13448000	chr3L	19636000	19638000	random_loop_322	0	3
chr3L	1306000	1308000	chr3L	7292000	7294000	random_loop_323	1	0
chr2R	11374000	11376000	chr2R	11516000	11518000	random_loop_324	34	36
chr2R	16784000	16786000	chr2R	22996000	22998000	random_loop_325	1	1
chr3L	9438000	9440000	chr3L	22720000	22722000	random_loop_326	0	4
chr2L	15856000	15858000	chr2L	17336000	17338000	random_loop_327	4	3
chr3R	22788000	22790000	chr3R	22930000	22932000	random_loop_328	54	78
chr3L	20540000	20542000	chr3L	23898000	23900000	random_loop_329	0	1
chr3L	15930000	15932000	chr3L	22188000	22190000	random_loop_330	0	1
chr2L	8182000	8184000	chr2L	11296000	11298000	random_loop_331	3	2
chr2R	16418000	16420000	chr2R	20126000	20128000	random_loop_332	5	4
chr3R	5006000	5008000	chr3R	5148000	5150000	random_loop_333	15	9
chr2R	11146000	11148000	chr2R	20748000	20750000	random_loop_334	0	1
chr2R	6212000	6214000	chr2R	19908000	19910000	random_loop_335	1	0
chr3R	10330000	10332000	chr3R	16330000	16332000	random_loop_336	0	4
chr2R	6362000	6364000	chr2R	9730000	9732000	random_loop_337	0	0
chrX	13662000	13664000	chrX	23264000	23266000	random_loop_338	0	0
chr2L	19556000	19558000	chr2L	23248000	23250000	random_loop_339	0	0
chr3R	12454000	12456000	chr3R	16154000	16156000	random_loop_340	6	5
chrX	9474000	9476000	chrX	12842000	12844000	random_loop_341	0	2
chr3L	17730000	17732000	chr3L	23730000	23732000	random_loop_342	0	0
chr2R	14532000	14534000	chr2R	20872000	20874000	random_loop_343	0	0
chrX	4710000	4712000	chrX	4758000	4760000	random_loop_344	83	113
chr3R	25368000	25370000	chr3R	25510000	25512000	random_loop_345	20	34
chr3L	6968000	6970000	chr3L	22028000	22030000	random_loop_346	0	1
chr4	672000	674000	chr4	814000	816000	random_loop_347	0	5
chr2R	15738000	15740000	chr2R	21996000	21998000	random_loop_348	0	0
chr3L	13674000	13676000	chr3L	18918000	18920000	random_loop_349	2	0
chr3L	21036000	21038000	chr3L	23720000	23722000	random_loop_350	1	2
chr2L	18138000	18140000	chr2L	18280000	18282000	random_loop_351	46	44
chr3L	21986000	21988000	chr3L	25686000	25688000	random_loop_352	0	0
chrX	3232000	3234000	chrX	6326000	6328000	random_loop_353	0	1
chrX	1376000	1378000	chrX	10224000	10226000	random_loop_354	4	1
chr2L	530000	532000	chr2L	6732000	6734000	random_loop_355	1	3
chr2R	5562000	5564000	chr2R	11790000	11792000	random_loop_356	0	0
chr2L	6730000	6732000	chr2L	6872000	6874000	random_loop_357	41	47
chrX	1448000	1450000	chrX	16558000	16560000	random_loop_358	0	0
chr2R	8516000	8518000	chr2R	12224000	12226000	random_loop_359	6	1
chr2L	13512000	13514000	chr2L	16586000	16588000	random_loop_360	1	0
chrX	6930000	6932000	chrX	15778000	15780000	random_loop_361	0	2
chr2R	20678000	20680000	chr2R	22240000	22242000	random_loop_362	3	0
chr3R	20442000	20444000	chr3R	22882000	22884000	random_loop_363	2	3
chr2R	10324000	10326000	chr2R	13446000	13448000	random_loop_364	1	3
chr2R	5122000	5124000	chr2R	18818000	18820000	random_loop_365	0	1
chr3R	9132000	9134000	chr3R	18006000	18008000	random_loop_366	0	0
chr3L	4980000	4982000	chr3L	8054000	8056000	random_loop_367	3	3
chr3R	1084000	1086000	chr3R	7286000	7288000	random_loop_368	0	0
chr3L	7972000	7974000	chr3L	11032000	11034000	random_loop_369	1	0
chr2R	9680000	9682000	chr2R	14114000	14116000	random_loop_370	0	1
chr3R	3272000	3274000	chr3R	13810000	13812000	random_loop_371	0	0
chr2R	1002000	1004000	chr2R	7222000	7224000	random_loop_372	0	0
chrX	7770000	7772000	chrX	9838000	9840000	random_loop_373	1	9
chr2R	15140000	15142000	chr2R	18966000	18968000	random_loop_374	2	1
chr2R	4080000	4082000	chr2R	10076000	10078000	random_loop_375	0	0
chr3R	6172000	6174000	chr3R	9246000	9248000	random_loop_376	2	0
chr2R	9858000	9860000	chr2R	12972000	12974000	random_loop_377	6	4
chr2L	17470000	17472000	chr2L	23332000	23334000	random_loop_378	0	1
chrX	15950000	15952000	chrX	18412000	18414000	random_loop_379	1	1
chr3R	1216000	1218000	chr3R	4930000	4932000	random_loop_380	0	1
chr3L	20624000	20626000	chr3L	26846000	26848000	random_loop_381	0	0
chr2L	15398000	15400000	chr2L	18512000	18514000	random_loop_382	1	3
chr2L	18072000	18074000	chr2L	21442000	21444000	random_loop_383	0	0
